,aid,sid,pred,ga_surface_r,ni_surface_r,wo_surface_r,ga_type_r,ni_type_r,wo_type_r,keyaki_sbj,keyaki_ob1,keyaki_ob2,takeno1_sbj,takeno1_ob1,takeno1_ob2,takeno2_sbj,takeno2_ob1,takeno2_ob2,ga_surface_s,wo_surface_s,ni_surface_s,ga_type_s,wo_type_s,ni_type_s
847,950101056,1,開か,exog,,日,INTER_Z,NONE,INTRA_Z,,*T*,シアトル,,*T*,シアトル,*T*,,米国・シアトル,,,,,,
848,950101056,1,残し,金融サービス分野,,詰め,INTRA_Z,NONE,DIRECT,*PRO*,詰め,内容,*PRO*,詰め,内容,*pro*,詰め,具体的内容,,,,,,
849,950101056,1,終了,金融サービス分野,,日程,INTRA_Z,NONE,DIRECT,*PRO*,日程,,*PRO*,日程,,,,,交渉,,,INTRA_Z,,
850,950101056,1,持ち越し,金融サービス分野,年明け,最終決着,INTRA_Z,DIRECT,DIRECT,金融サービス分野交渉,最終決着,年明け,金融サービス分野交渉,最終決着,年明け,金融サービス分野交渉,最終決着,年明け,交渉,,,DIRECT,,
851,950101056,2,焦点,参入,,,INTRA_Z,NONE,NONE,,,,,,,,,,日本,,,INTRA_Z,,
852,950101056,2,大幅,譲歩案,,,INTRA_Z,NONE,NONE,,,,,,,,,,日本,,,INTRA_Z,,
853,950101056,2,提示,日本,,譲歩案,DIRECT,NONE,DIRECT,日本側,譲歩案,参入要求,日本側,譲歩案,参入要求,,,,日本,,,DIRECT,,
854,950101056,2,達する,金融サービス分野,合意,,INTER_Z,DIRECT,NONE,*PRO*,,合意,*pro*,,合意,*pro*,譲歩案,合意,日本,,合意,INTRA_Z,,DIRECT
855,950101056,2,思わ,exog,,,INTER_Z,NONE,NONE,,*pro*,もの,,*pro*,もの,日本側,,参入要求,,,,,,
856,950101056,3,大き,前進,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
857,950101056,3,あっ,前進,参入,,INTRA_Z,INTER_Z,NONE,前進,,,前進,,,前進,,,米,,,INTRA_Z,,
858,950101056,3,評価し,米,,,DIRECT,NONE,NONE,米側,*pro*,,米側,,,*PRO*,,,米,,,DIRECT,,
859,950101056,3,求め,米,,詰め,INTRA_Z,NONE,INTRA_Z,*PRO*,詰め,運用規制緩和,*pro*,詰め,運用規制緩和,*pro*,詰め,運用規制緩和,米,,,INTRA_Z,,
860,950101056,3,最終的,結論,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
861,950101056,3,持ち越す,金融サービス分野,,結論,INTER_Z,NONE,DIRECT,*PRO*,結論,,*pro*,結論,,*PRO*,結論,,米,,,INTRA_Z,,
862,950101056,3,なっ,金融サービス分野,こと,,INTER_Z,INTRA_Z,NONE,*pro*,こと,こと,,,こと,前進,,こと,米,,こと,INTRA_Z,,DIRECT
863,950101056,4,未定,協議日程,,,INTRA_Z,NONE,NONE,協議日程,,,協議日程,,,協議日程,,,幹部,,,INTRA_Z,,
864,950101056,4,取れ,正月,,,DIRECT,NONE,NONE,正月,,,*PRO*,,,*PRO*,,,正月,,,DIRECT,,
865,950101056,4,行く,日本,米国,,INTER_Z,DIRECT,NONE,*PRO*,,米国,*pro*,,米国,*pro*,,米国,幹部,,米国,INTRA_Z,,DIRECT
866,950101056,4,言っ,大蔵省幹部,,,INTRA_Z,NONE,NONE,大蔵省幹部,,,大蔵省幹部,,,大蔵省幹部,,,幹部,,,DIRECT,,
867,950101056,4,再交渉する,日米,,金融サービス分野,INTER_Z,NONE,INTER_Z,*PRO*,,日以降,*pro*,,日以降,*PRO*,,日以降,,,,,,
868,950101060,1,わたっ,素材,鉄、木、石,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,素材,,石,DIRECT,,DIRECT
869,950101060,1,終始し,いずれ,硬材,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,材,,,DIRECT
870,950101060,2,内蔵する,感銘,素材,,INTRA_Z,DIRECT,NONE,,,,,,,,,,,,自身,,,DIRECT
871,950101060,2,実在的,感銘,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
872,950101060,2,ひかれ,土谷氏,感銘,,INTER_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
873,950101060,2,から,それ,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
874,950101060,2,思われる,exog,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
875,950101060,2,彫っ,exog,,素材それ自身,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
876,950101060,2,刻ん,exog,,素材それ自身,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
877,950101060,2,盛り上げ,exog,,素材それ自身,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
878,950101060,2,する,彫刻,,芸術,DIRECT,NONE,INTRA_Z,,,,,,,,,,,,,,,
879,950101060,2,あらわそ,exog,,彫刻,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
880,950101060,3,うめる,土谷氏,,距離,INTRA_Z,NONE,DIRECT,,,,,,,,,,自身,,,INTRA_Z,,
881,950101060,3,作っ,土谷氏,,もの,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,自身,,,INTRA_Z,,
882,950101060,3,いっ,土谷氏,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
883,950101060,3,保ち,石,,状態,INTRA_Z,NONE,DIRECT,,,,,,,,,,自身,,,INTRA_Z,,
884,950101060,3,直結し,かたち,表現,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,自身,,表現,INTRA_Z,,DIRECT
885,950101060,3,とろ,土谷氏,,かたち,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
886,950101060,4,そっ,exog,力,,INTER_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
887,950101060,4,擬態的,かたち,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
888,950101060,4,あらわす,土谷氏自身,,かたち,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
889,950101060,4,内攻する,土谷氏自身,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
890,950101060,4,原初的,関心,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
891,950101060,4,むけ,exog,,コンセプト,INTER_Z,NONE,INTRA_Z,,,,,,,,,,コンセプト,,関心,INTRA_Z,,DIRECT
892,950101060,4,あらわす,土谷氏自身,,これ,INTER_Z,NONE,DIRECT,,,,,,,,,,,,,,,
893,950101060,4,展開し,土谷氏自身,,これ,INTER_Z,NONE,INTRA_Z,,,,,,,,,,コンセプト,,,DIRECT,,
894,950101060,5,そぎ,土谷氏自身,,ぜい肉,INTER_Z,NONE,INTRA_Z,,,,,,,,,,男,,,INTRA_Z,,
895,950101060,5,排除し,土谷氏,,情緒,INTER_Z,NONE,DIRECT,,,,,,,,,,かく,,,INTRA_Z,,
896,950101060,5,男くさい,力,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
897,950101060,5,秘め,土谷,,力,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
898,950101060,5,成立し,土谷,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
899,950101060,6,作り替え,私,,,INTRA_Z,NONE,NONE,,,,,,,,,,私,,,INTRA_Z,,
900,950101060,6,維持,私,,自分,INTRA_Z,NONE,DIRECT,,,,,,,,,,,,,,,
901,950101060,6,人間,私,,,DIRECT,NONE,NONE,,,,,,,,,,私,,,DIRECT,,
902,950101060,7,持て,土谷氏自身,仕事,自信,INTER_Z,INTRA_Z,DIRECT,,,,,,,,,,私,,,INTER_Z,,
903,950101060,7,評価し,exog,,仕事,INTER_Z,NONE,INTRA_Z,,,,,,,,,,私,,,INTER_Z,,
904,950101060,7,ありがたく,土谷氏自身,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
905,950101060,7,思っ,土谷氏自身,,,INTER_Z,NONE,NONE,,,,,,,,,,私,,,INTER_Z,,
906,950101061,1,受賞し,横尾忠則,,毎日芸術賞,DIRECT,NONE,DIRECT,横尾忠則,毎日芸術賞,,横尾忠則,毎日芸術賞,,横尾忠則,,,忠則,,,DIRECT,,
907,950101061,1,表現さ,こと,,哲学,DIRECT,NONE,DIRECT,,哲学,こと,,哲学,こと,哲学,,こと,哲学,,,DIRECT,,
908,950101061,2,画家,横尾,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
909,950101061,2,デザイナー,横尾,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
910,950101061,3,よい,そんなこと,,,INTRA_Z,NONE,NONE,*T*,,,,*T*,,*PRO*,,,,,,,,
911,950101061,4,越え,すばらしさ,,区別,INTRA_Z,NONE,INTRA_Z,*T*,区別,,*T*,区別,,*PRO*,区別,,横尾,,,INTER_Z,,
912,950101061,4,ある,すばらしさ,ところ,,DIRECT,DIRECT,NONE,すばらしさ,,ところ,すばらしさ,,ところ,すばらしさ,,ところ,すばらしさ,,,DIRECT,,
913,950101061,5,走り,横尾,,先端,INTRA_Z,NONE,INTRA_Z,横尾,先端,,横尾,先端,,横尾,先端,,横尾,,,DIRECT,,
914,950101061,6,考え,だれも,,表現,INTRA_Z,NONE,INTRA_Z,,*T*,,,*T*,,,*T*,,だれ,,,DIRECT,,
915,950101061,6,斬新,表現,,,INTRA_Z,NONE,NONE,,,,,,,,,,だれ,,,INTRA_Z,,
916,950101061,6,追求し,横尾,,表現,INTER_Z,NONE,DIRECT,*pro*,表現,,*pro*,表現,,*pro*,表現,,横尾,,,INTER_Z,,
917,950101061,7,捉え,横尾,,移り変わり,INTER_Z,NONE,INTRA_Z,*PRO*,移り変わり,,*PRO*,移り変わり,,*PRO*,,,横尾,,,INTER_Z,,
918,950101061,7,大き,塊,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
919,950101061,7,なっ,内容,,,INTRA_Z,NONE,NONE,*PRO*,,塊,*PRO*,,塊,,,塊,横尾,,塊,INTER_Z,,DIRECT
920,950101061,7,揺すり,内容,,その時代、時代,INTRA_Z,NONE,INTRA_Z,*pro*,時代,,*pro*,時代,,,時代,,,,,,,
921,950101061,8,さ,私たち,,,DIRECT,NONE,NONE,,,,,,,*PRO*,,,彼,,呆然,INTRA_Z,,DIRECT
922,950101061,8,つくり,彼,,傑作,DIRECT,NONE,DIRECT,*PRO*,傑作,,*PRO*,傑作,,*PRO*,傑作,,彼,,,DIRECT,,
923,950101061,8,駆使し,横尾,,コンピューター,INTER_Z,NONE,DIRECT,*T*,コンピューター,,*T*,コンピューター,,*T*,コンピューター,,,,,,,
924,950101061,8,み,芸術,,類,INTRA_Z,NONE,DIRECT,*T*,類,,*T*,類,,*T*,類,,,,,,,
925,950101061,8,新しい,芸術,,,INTRA_Z,NONE,NONE,,,,,,,,,,彼,,,INTRA_Z,,
926,950101061,8,創造し,横尾,,芸術,INTER_Z,NONE,DIRECT,,芸術,,最近,芸術,,最近,芸術,,,,,,,
927,950101061,9,打破し,それ,,マンネリズム,INTRA_Z,NONE,DIRECT,*T*,マンネリズム,,*T*,マンネリズム,,*T*,マンネリズム,,それ,,,INTRA_Z,,
928,950101061,9,もの,それ,,,DIRECT,NONE,NONE,,,,,,,,,,それ,,,DIRECT,,
929,950101061,10,受賞し,横尾,,毎日芸術賞,DIRECT,NONE,DIRECT,横尾,毎日芸術賞,,横尾,毎日芸術賞,,*PRO*,,,横尾,,,DIRECT,,
930,950101061,10,広がっ,幅,,,INTRA_Z,NONE,NONE,幅,,,幅,,,幅,,,横尾,,,INTRA_Z,,
931,950101061,10,なる,賞,面白く魅力的,,INTRA_Z,INTRA_Z,NONE,*pro*,,こと,*pro*,,こと,*pro*,,,横尾,,,INTRA_Z,,
932,950101061,10,思う,exog,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,横尾,,こと,,,,,,
933,950101061,11,私的,個人感情,,,INTRA_Z,NONE,NONE,,,,,,,,,,デザイン,,,INTRA_Z,,
934,950101061,11,持ち込むこと,横尾,デザイン,個人感情,INTER_Z,INTRA_Z,INTRA_Z,,,,,,,,,,,,,,,
935,950101061,11,し,横尾,創作理念,持ち込む,INTER_Z,INTRA_Z,INTRA_Z,*PRO*,こと,創作理念,*PRO*,こと,創作理念,*PRO*,こと,創作理念,,,理念,,,DIRECT
936,950101061,11,大き,賞,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
937,950101061,11,与え,exog,反デザイン行為,賞,INTER_Z,DIRECT,DIRECT,*PRO*,賞,反デザイン行為,*pro*,賞,反デザイン行為,*pro*,賞,反デザイン行為,,,行為,,,DIRECT
938,950101061,11,驚い,横尾,こと,,INTER_Z,INTRA_Z,NONE,*pro*,,こと,*pro*,,こと,*pro*,,こと,,,こと,,,DIRECT
939,950101061,12,うれしい,横尾,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,,,,,,
940,950101067,1,記念す,exog,,,INTER_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
941,950101067,1,演奏さ,東京交響楽団,,モーゼとアロン,INTER_Z,NONE,INTRA_Z,,*T*,機会,,*T*,機会,*pro*,,機会,,,,,,
942,950101067,1,し,作曲家,,問題,INTRA_Z,NONE,INTRA_Z,作曲家,*T*,課題,*T*,,課題,*T*,,課題,家,,課題,DIRECT,,DIRECT
943,950101067,1,演じ,東京交響楽団,,問題,INTER_Z,NONE,INTRA_Z,*T*,問題,,*T*,問題,,作曲家,,,,,,,,
944,950101067,1,もの,公演,,,DIRECT,NONE,NONE,,,,,,,,,,公演,,,DIRECT,,
945,950101067,1,表現する,東京交響楽団,,場,INTER_Z,NONE,DIRECT,*T*,場,,*T*,場,,*PRO*,場,,,,,,,
946,950101067,1,もの,公演,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
947,950101067,2,照射する,演奏,,エネルギー,DIRECT,NONE,INTRA_Z,演奏,*T*,,演奏,*T*,,演奏,*T*,,演奏,,,DIRECT,,
948,950101067,2,強烈,エネルギー,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,エネルギー,,,DIRECT,,
949,950101067,2,忘れ,聴き手,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,手,,,DIRECT
950,950101067,2,与え,演奏,聴き手,感銘,INTRA_Z,INTRA_Z,INTRA_Z,エネルギー,感銘,聴き手,エネルギー,感銘,聴き手,エネルギー,感銘,聴き手,,,,,,
951,950101067,3,受賞,秋山和慶,,,INTER_Z,NONE,NONE,*PRO*,,東京交響楽団,*pro*,,東京交響楽団,*pro*,,東京交響楽団,,,,,,
952,950101067,3,存じ,秋山和慶,光栄,こと,INTER_Z,INTRA_Z,DIRECT,*pro*,こと,,*pro*,こと,,*pro*,こと,光栄,,,,,,
953,950101067,4,尽くす,秋山和慶,,,INTER_Z,NONE,NONE,*PRO*,,ため,*PRO*,,ため,*PRO*,,ため,,,,,,
954,950101067,4,所存,尽くす,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
955,950101068,1,探究し,今井政之さん,,陶芸,INTRA_Z,NONE,DIRECT,*PRO*,陶芸,,*PRO*,陶芸,,*PRO*,陶芸,,さん,,,INTRA_Z,,
956,950101068,1,歩んできた,今井政之さん,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
957,950101068,2,ある,楠部彌弌,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
958,950101068,2,担い手,今井政之さん,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
959,950101068,2,こと,歩ん,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
960,950101068,2,艶麗,装飾法,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
961,950101068,2,駆使し,楠部さん,,装飾法,INTRA_Z,NONE,INTRA_Z,楠部さん,装飾法,,楠部さん,装飾法,,*pro*,装飾法,,,,,,,
962,950101068,2,色彩的,装飾法,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,,,,,,
963,950101068,2,精緻,象嵌技術,,,INTRA_Z,NONE,NONE,,,,,,,,,,さん,,,INTER_Z,,
964,950101068,2,表現し,今井さん,,文様,INTRA_Z,NONE,INTRA_Z,*PRO*,文様,,*PRO*,文様,,*PRO*,文様,,さん,,,INTER_Z,,
965,950101068,2,打ち立て,今井さん,,作風,INTRA_Z,NONE,INTRA_Z,装飾法,作風,,*pro*,作風,,装飾法,作風,,,,,,,
966,950101068,3,華麗,作品,,,INTRA_Z,NONE,NONE,作品,,,作品,,,,,,,,,,,
967,950101068,3,知る,私,,,DIRECT,NONE,NONE,,,,,,,表現力,,,私,,,DIRECT,,
968,950101068,3,許さ,表現力,,追従,INTRA_Z,NONE,DIRECT,*PRO*,追従,,*PRO*,追従,,*PRO*,追従,,さん,,,INTER_Z,,
969,950101068,4,依り,exog,写生,,INTER_Z,DIRECT,NONE,*PRO*,,写生,*PRO*,,写生,,,,意匠,,写生,INTRA_Z,,DIRECT
970,950101068,4,文様化さ,exog,,意匠,INTER_Z,NONE,INTRA_Z,,*T*,,,*T*,,*T*,,,,,,,,
971,950101068,4,優しく,意匠,,,INTRA_Z,NONE,NONE,*PRO*,,,*pro*,,,*pro*,,,,,,,,
972,950101068,4,ユーモラス,意匠,,,INTRA_Z,NONE,NONE,意匠,,,意匠,,,意匠,,,さん,,,INTER_Z,,
973,950101068,4,捉える,目,,風物,INTRA_Z,NONE,DIRECT,*T*,風物,,*T*,風物,,*T*,風物,,,,,,,
974,950101068,4,窺わ,exog,,確かさ,INTER_Z,NONE,DIRECT,,確かさ,,,確かさ,,確かさ,,,さ,,,DIRECT,,
975,950101068,5,期待する,私,作陶,,DIRECT,DIRECT,NONE,,*T*,作陶,*T*,,作陶,,,,,,,,,
976,950101068,5,一体化し,文様と,,,INTRA_Z,NONE,NONE,文様,,,文様,,,文様,*T*,,,,,,,
977,950101068,5,自由,表現,,,INTRA_Z,NONE,NONE,,,,,,,,,,私,,,INTRA_Z,,
978,950101068,5,形式化さ,exog,,型,INTER_Z,NONE,INTRA_Z,,*T*,,,*T*,,*T*,,,,,,,,
979,950101068,5,離れ,今井さん,,,INTER_Z,NONE,NONE,*pro*,,,*PRO*,,,*PRO*,,,,,,,,
980,950101068,6,続け,今井さん,,試行錯誤,INTER_Z,NONE,INTRA_Z,*PRO*,試行錯誤,,*PRO*,試行錯誤,,*PRO*,試行錯誤,,私,,,INTER_Z,,
981,950101068,6,向かっ,今井さん,詩,,INTER_Z,INTRA_Z,NONE,*PRO*,,詩,*PRO*,,詩,*PRO*,,詩,,,,,,
982,950101068,6,続け,今井さん,,研鑽,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
983,950101068,7,ある,名誉,賞,,DIRECT,INTRA_Z,NONE,*T*,,,*T*,,,*T*,,,,,,,,
984,950101068,7,いただき,今井さん,,賞,INTER_Z,NONE,DIRECT,*PRO*,賞,,*PRO*,賞,,*T*,賞,,私,,,INTER_Z,,
985,950101068,7,感無量,今井さん,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,,,,,,,,,
986,950101068,8,かえり,今井さん,初心,,INTER_Z,INTRA_Z,NONE,*PRO*,,初心,*PRO*,,初心,*PRO*,,初心,,,初心,,,DIRECT
987,950101068,8,励み,今井さん,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,,,,,,
988,950101068,8,思い,今井さん,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,,,,,,
989,950101069,1,朗読する,幸田弘子,,小説,DIRECT,NONE,DIRECT,*PRO*,小説,舞台,*PRO*,小説,舞台,*PRO*,小説,舞台,,,,,,
990,950101069,1,なる,から,二十年,,DIRECT,INTRA_Z,NONE,,,年,,,年,幸田弘子,,年,,,,,,
991,950101069,2,朗読し,幸田弘子,,たけくらべ,INTER_Z,NONE,INTRA_Z,*pro*,*T*,公演,*T*,,公演,*T*,,公演,,,,,,
992,950101069,2,しめす,たけくらべ,,頂点,INTRA_Z,NONE,DIRECT,*T*,頂点,,*T*,頂点,,*PRO*,頂点,,,,,,,
993,950101069,3,移し,幸田弘子,声,小説,INTER_Z,INTRA_Z,INTRA_Z,*pro*,小説,声,*PRO*,小説,声,*PRO*,,声,,,声,,,DIRECT
994,950101069,3,ころがる,文体,,,DIRECT,NONE,NONE,*PRO*,,,*PRO*,,,文体,,,,,,,,
995,950101069,3,現れ,文体,,,INTRA_Z,NONE,NONE,文体,,よう,文体,,よう,,小説,よう,,,,,,
996,950101069,4,立っ,人物,地面,,INTRA_Z,INTRA_Z,NONE,人物,,地面,人物,,地面,人物,,地面,人物,,地面,DIRECT,,DIRECT
997,950101069,5,ある,朗読術,,,INTRA_Z,NONE,NONE,朗読術,,,朗読術,,,朗読術,,,,,,,,
998,950101069,6,仕事,朗読,,,DIRECT,NONE,NONE,,,,,,,,,,朗読,,,DIRECT,,
999,950101069,7,し,exog,手中,法則,INTER_Z,DIRECT,DIRECT,*pro*,法則,手中,*pro*,法則,手中,*pro*,法則,手中,,,手中,,,DIRECT
1000,950101069,7,読むか,exog,,なに,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1001,950101069,7,帰せ,読む,人間性,,DIRECT,DIRECT,NONE,,*を*,人間性,,*pro*,人間性,後,,人間性,,,性,,,DIRECT
1002,950101069,8,自由,読む,,,INTER_Z,NONE,NONE,,,,,,,*pro*,,,,,,,,
1003,950101069,9,歩い,幸田弘子,,,INTRA_Z,NONE,NONE,幸田弘子,,ひとり,幸田弘子,,ひとり,幸田弘子,,,弘子,,,DIRECT,,
1004,950101069,10,えらんだの,幸田弘子,,作品,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1005,950101069,10,しばら,文学,,幸田弘子,DIRECT,NONE,INTER_Z,,*pro*,文学,,*pro*,文学,*PRO*,,文学,,,文学,,,DIRECT
1006,950101069,10,自由,世界,,,INTRA_Z,NONE,NONE,,,,,,,,,,弘子,,,INTER_Z,,
1007,950101069,10,くる,世界,,,DIRECT,NONE,NONE,世界,,こと,世界,,こと,世界,,こと,世界,,,DIRECT,,
1008,950101069,10,信じ,幸田弘子,,,INTER_Z,NONE,NONE,*pro*,,,*PRO*,,,*PRO*,,,,,,,,
1009,950101069,10,から,えらん,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1010,950101069,11,やら,だれも,,こと,INTRA_Z,NONE,INTRA_Z,,*T*,,*T*,,,*pro*,,,だれ,,,DIRECT,,
1011,950101069,11,こと,こと,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1012,950101069,12,掘り,exog,,根っこ,INTER_Z,NONE,INTRA_Z,*pro*,根っこ,,*pro*,根っこ,,,,,,,,,,
1013,950101069,12,あっ,水分,根っこ,,INTRA_Z,INTRA_Z,NONE,水分,,,水分,,,水分,,,,,,,,
1014,950101069,12,思う,exog,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,,,,,,
1015,950101069,13,ひかれ,幸田弘子,文章,,INTER_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
1016,950101069,13,伝え,幸田弘子,,素晴らしさ,INTER_Z,NONE,DIRECT,*pro*,素晴らしさ,形,*pro*,素晴らしさ,形,*pro*,素晴らしさ,形,,,,,,
1017,950101069,13,続け,幸田弘子,,朗読,INTER_Z,NONE,INTRA_Z,*pro*,,一心,*pro*,,一心,*pro*,,一心,,,,,,
1018,950101069,14,ささやか,仕事,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1019,950101069,14,ある,権威,賞,,DIRECT,INTRA_Z,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1020,950101069,14,選ば,exog,賞,仕事,INTER_Z,DIRECT,DIRECT,,仕事,賞,,仕事,賞,*PRO*,,賞,,,賞,,,DIRECT
1021,950101069,14,感激し,幸田弘子,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,仕事,,,,,,,,
1022,950101070,1,贈ら,毎日新聞社,一氏・一団体,第三十六回,INTER_Z,INTRA_Z,INTRA_Z,,回毎日芸術賞,団体,,回毎日芸術賞,団体,*pro*,,一団体,賞,,団体,INTRA_Z,,DIRECT
1023,950101070,1,決まり,こと,,,DIRECT,NONE,NONE,こと,,,こと,,,こと,,,こと,,,DIRECT,,
1024,950101070,2,行わ,毎日新聞社,,贈呈式,INTER_Z,NONE,INTRA_Z,,贈呈式,如水会館,,贈呈式,如水会館,贈呈式,,如水会館,,,,,,
1025,950101070,3,いただき,毎日新聞社,,推薦,INTRA_Z,NONE,DIRECT,*PRO*,推薦,,*PRO*,推薦,,*PRO*,推薦,,賞,,,INTER_Z,,
1026,950101070,3,経,exog,,討議,INTER_Z,NONE,INTRA_Z,*PRO*,討議,,*PRO*,討議,,*PRO*,討議,,賞,,,INTER_Z,,
1027,950101070,3,決定し,選考委員会,,,DIRECT,NONE,NONE,*T*,,選考委員会,*T*,,選考委員会,*T*,,選考委員会,賞,,,INTER_Z,,
1028,950101070,3,もの,毎日芸術賞,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1029,950101070,4,特集し,毎日新聞社,,ことば,INTER_Z,NONE,DIRECT,*pro*,ことば,,*pro*,ことば,,*pro*,ことば,,,,,,,
1030,950101071,1,響く,つち音,時代廣場,,DIRECT,INTRA_Z,NONE,つち音,,,*T*,,,つち音,,,音,,,DIRECT,,
1031,950101071,1,埋まっ,時代廣場,雪,,INTRA_Z,INTRA_Z,NONE,時代廣場,,雪,時代廣場,,雪,時代廣場,,雪,場,,雪,DIRECT,,DIRECT
1032,950101071,2,構成する,衛星都市群,,大,INTRA_Z,NONE,DIRECT,*T*,大トロント市域,,*T*,大トロント市域,,*T*,大トロント市域,,,,,,,
1033,950101071,2,リッチモンドヒル,一つ,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1034,950101071,3,八万七千人,人口,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1035,950101071,3,全国一位,人口増加率,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1036,950101071,3,突破し,人口,,十万人,INTRA_Z,NONE,INTRA_Z,*PRO*,人,,*pro*,人,,*pro*,人,位,率,,,INTRA_Z,,
1037,950101071,4,できる,時代廣場,ハイウエー７号」沿い,,INTRA_Z,INTRA_Z,NONE,*T*,,沿い,*T*,,沿い,*T*,,沿い,,,沿い,,,DIRECT
1038,950101071,4,し,ショッピングセンター,対象,周辺住民,INTRA_Z,DIRECT,DIRECT,*T*,周辺住民,対象,*T*,周辺住民,対象,*T*,周辺住民,対象,,,対象,,,DIRECT
1039,950101071,4,ショッピングセンター,時代廣場,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1040,950101071,4,香港商店,テナント,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1041,950101071,5,生まれよ,ミニ,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1042,950101071,6,迎え,移民,,ピーク,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1043,950101071,6,あり,影響,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
1044,950101071,6,九二年,迎え,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1045,950101071,7,占め,移民,,一万五千人,INTER_Z,NONE,INTRA_Z,*PRO*,人,トロント市,統計,人,トロント市,統計,人,トロント市,政府,,,INTRA_Z,,
1046,950101071,7,引き離し,移民,,移民,INTER_Z,NONE,INTRA_Z,*pro*,移民,,,移民,,,移民,,,,,,,
1047,950101071,8,減少し,総数,,,DIRECT,NONE,NONE,総数,,,総数,,,総数,,,,,,,,
1048,950101071,8,続く,傾向,,,DIRECT,NONE,NONE,傾向,,,傾向,,,傾向,,,傾向,,,DIRECT,,
